state,year,ID,con,pro,score,fips,cces.ideol,cces.smooth,abbr,gsp,demUnif,repUnif,ID,squireProfess,termLimits,fb9000,fb0010,fb1015,fb9015,fbPct2015
Montana,2005,30,3.5,0,-1.504077397,30,25.90226558,13.79157903,MT,36.12,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2006,30,NA,NA,NA,30,-25.74232388,-8.782250686,MT,36.769,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2007,30,4.666666667,5.333333333,0.111225635,30,-32.42413511,-22.75948655,MT,38.063,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2008,30,NA,NA,NA,30,-24.48895342,-28.56147317,MT,37.636,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2009,30,0,4,1.609437912,30,-18.40958255,-23.63213732,MT,36.667,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2010,30,NA,NA,NA,30,-28.41517011,-22.37098172,MT,37.733,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2011,30,9.333333333,5,-0.543615447,30,-23.79728648,-25.3597728,MT,38.542,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2012,30,NA,NA,NA,30,-24.07981627,-32.19467419,MT,38.537,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2013,30,0,0,0,30,-43.57872713,-31.98552515,MT,38.476,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2014,30,NA,NA,NA,30,-35.71048263,-29.25730713,MT,39.174,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2015,30,2.666666667,0,-1.299282984,30,-6.548667851,-24.63175207,MT,39.725,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Montana,2016,30,NA,NA,NA,30,-25.17668657,-17.39024686,MT,39.763,0,0,26,0.079000004,1,20.38,22.17,6.61,56.8,2.1
Nebraska,2005,31,0,0,0,31,-100,-83.37523065,NE,46.062,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2006,31,0,3,1.386294361,31,-18.45830388,-46.59341991,NE,47.056,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2007,31,5,0,-1.791759469,31,-23.85012719,-23.17121889,NE,47.501,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2008,31,0,1.857142857,1.049822124,31,-6.864097244,-12.86631415,NE,47.77,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2009,31,14,0,-2.708050201,31,-25.75195217,-17.75286674,NE,47.973,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2010,31,10.33333333,13.33333333,0.234839591,31,-18.25564825,-20.80454525,NE,49.569,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2011,31,13,2.666666667,-1.339774345,31,-20.88232189,-21.78970663,NE,51.36,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2012,31,0,7,2.079441542,31,-26.19230928,-23.76999981,NE,50.631,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2013,31,2,3.333333333,0.36772478,31,-18.28779729,-23.07990998,NE,51.565,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2014,31,0,7.333333333,2.120263536,31,-35.53197552,-21.3660727,NE,53.101,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2015,31,0,3,1.386294361,31,-0.956106323,-19.83057305,NE,53.859,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nebraska,2016,31,0,2,1.098612289,31,-25.38535772,-17.91207875,NE,53.949,0,1,27,0.165999994,1,181.2,50.3,14.45,383.71,6.8
Nevada,2005,32,0,0,0,32,-3.719258261,-5.997294614,NV,54.79,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2006,32,NA,NA,NA,32,-14.33457254,-10.99887614,NV,54.797,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2007,32,9.666666667,10.33333333,0.060624622,32,-17.43436567,-14.44668976,NV,52.818,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2008,32,NA,NA,NA,32,-10.3697905,-16.32478472,NV,49.286,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2009,32,1.75,11,1.473305738,32,-19.30559053,-16.3077163,NV,44.774,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2010,32,NA,NA,NA,32,-15.25984684,-17.27169797,NV,44.589,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2011,32,2.333333333,4.666666666,0.530628251,32,-18.30355816,-13.00091731,NV,44.555,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2012,32,NA,NA,NA,32,-5.44565736,-7.990417001,NV,43.382,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2013,32,0,13,2.63905733,32,-1.366117246,-9.578010323,NV,43.075,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2014,32,NA,NA,NA,32,-18.87119347,-10.01291834,NV,43.067,0,0,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2015,32,4.333333333,12.33333333,0.916290732,32,-16.02790338,-10.59919097,NV,43.803,0,1,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
Nevada,2016,32,NA,NA,NA,32,-6.300474138,-11.1412424,NV,43.557,0,1,28,0.158999994,1,203.08,60.6,9.78,434.35,19.3
New Hampshire,2005,33,0,0,0,33,0,-5.459475566,NH,48.357,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2006,33,2,0,-1.098612289,33,-19.9030672,-10.00572494,NH,48.857,1,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2007,33,0,0,0,33,-12.2500098,-13.03613595,NH,48.618,1,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2008,33,0,0,0,33,-13.9441275,-14.50395981,NH,47.842,1,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2009,33,5.25,4.75,-0.083381609,33,-11.38110662,-14.01768013,NH,47.265,1,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2010,33,0,7.999999999,2.197224577,33,-19.35337722,-18.11961554,NH,48.388,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2011,33,0,0,0,33,-18.48044452,-18.3117227,NH,48.504,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2012,33,8.666666667,0,-2.268683541,33,-20.11038112,-14.14179152,NH,48.652,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2013,33,0,0,0,33,2.679329591,-8.401791658,NH,48.871,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2014,33,8.666666667,1.666666667,-1.287854288,33,-11.59551573,-5.244245921,NH,49.544,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2015,33,0,2.333333333,1.203972804,33,4.720057992,-4.47121868,NH,50.781,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Hampshire,2016,33,0,2.5,1.252762968,33,-10.64343464,-6.134871185,NH,51.411,0,0,29,0.030999999,0,34.76,28.78,14.65,98.97,6
New Jersey,2005,34,0,2,1.098612289,34,11.35791871,6.167887102,NJ,56.768,1,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2006,34,0,3,1.386294361,34,-11.12456654,2.743166144,NJ,57.666,1,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2007,34,0,0,0,34,9.495261443,-0.128821061,NJ,57.86,1,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2008,34,0,2.571428571,1.272965676,34,1.448914484,-1.855320449,NJ,57.784,1,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2009,34,3.25,6,0.498991166,34,-9.948743072,-3.387510414,NJ,55.067,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2010,34,0,4,1.609437912,34,-3.066756418,-5.339133418,NJ,55.023,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2011,34,2,0,-1.098612289,34,-4.394313165,-4.413062459,NJ,54.302,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2012,34,0,4.666666667,1.734601055,34,-1.774308819,-6.536617844,NJ,55.161,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2013,34,0,7,2.079441542,34,-13.82042615,-5.044940817,NJ,55.75,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2014,34,3,9.000000001,0.916290732,34,-3.986068713,-3.756754897,NJ,55.677,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2015,34,2.666666667,12,1.265666373,34,8.195678033,-2.59854335,NJ,56.241,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Jersey,2016,34,0,3,1.386294361,34,-6.785169475,-1.292430316,NJ,56.565,0,0,30,0.221000001,0,52.9,24.94,7.2,104.79,22.1
New Mexico,2005,35,0,2.75,1.32175584,35,-26.82974215,-22.62238213,NM,41.193,1,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2006,35,0,0,0,35,-5.690332355,-7.972901585,NM,41.206,1,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2007,35,4.333333333,5.666666667,0.223143551,35,10.4302328,0.209216802,NM,40.694,1,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2008,35,3.857142857,5.857142857,0.344840486,35,3.129518285,2.548974808,NM,41.207,1,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2009,35,3.25,5.5,0.424883194,35,-3.948037035,-3.028860866,NM,40.67,1,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2010,35,2,3.333333333,0.36772478,35,-13.10131862,-6.893752232,NM,40.297,0,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2011,35,3,6,0.559615788,35,-1.541030663,-9.042093896,NM,40.167,0,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2012,35,0,1.666666667,0.980829253,35,-12.34169626,-11.36986992,NM,40.094,0,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2013,35,2,13.33333333,1.563975538,35,-18.79830689,-14.33365515,NM,39.659,0,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2014,35,0,0,0,35,-13.17693155,-14.82117593,NM,40.814,0,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2015,35,0,2.666666667,1.299282984,35,-16.36081244,-13.0718323,NM,41.509,0,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New Mexico,2016,35,0,3,1.386294361,35,-7.09485574,-8.976605865,NM,41.559,0,0,31,0.109999999,0,89.87,37.12,-3.99,149.97,9.4
New York,2005,36,0,0,0,36,2.816600152,4.507408151,NY,58.502,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2006,36,0,3,1.386294361,36,5.851726478,5.119802114,NY,59.961,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2007,36,4.333333333,8.333333333,0.559615788,36,8.396955179,4.537259774,NY,60.018,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2008,36,4.857142857,14.14285714,0.949867028,36,6.15212627,3.060902787,NY,58.532,1,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2009,36,0,4.5,1.704748092,36,-6.508087461,-0.182621373,NY,59.481,1,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2010,36,5.333333333,8.666666667,0.422856851,36,2.406266625,-1.05144698,NY,61.267,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2011,36,0,4.666666667,1.734601055,36,-1.639626308,0.662366129,NY,61.185,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2012,36,3.666666667,4.333333333,0.133531392,36,4.081120658,-1.357150973,NY,62.841,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2013,36,4.333333333,2.666666667,-0.374693449,36,-6.532721599,-1.990172988,NY,62.444,1,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2014,36,7.666666667,5.333333334,-0.313657559,36,-7.520534223,-1.153540682,NY,63.372,1,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2015,36,0,10.66666667,2.456735773,36,9.92980722,0.31832931,NY,64.573,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
New York,2016,36,0,9,2.302585093,36,-0.607773942,2.889101649,NY,64.81,0,0,32,0.606000006,0,36.41,11.1,5.41,59.76,22.9
North Carolina,2005,37,0,0,0,37,-11.34754643,-13.13703903,NC,45.042,1,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2006,37,2,2,0,37,-14.35221095,-12.39487058,NC,46.408,1,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2007,37,2.666666667,4.333333333,0.374693449,37,-15.39569629,-12.46983867,NC,45.44,1,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2008,37,7.285714285,0,-2.114532861,37,-11.81132652,-13.48515739,NC,45.567,1,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2009,37,3.75,2.25,-0.379489622,37,-13.08324697,-15.10968825,NC,43.16,1,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2010,37,2.666666667,0,-1.299282984,37,-18.95216088,-20.55756894,NC,43.141,0,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2011,37,2.333333333,4,0.405465108,37,-30.51110231,-23.66714195,NC,43.223,0,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2012,37,0,0,0,37,-20.13203629,-23.88363354,NC,42.659,0,0,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2013,37,7,4.333333333,-0.405465108,37,-18.87806391,-22.0367407,NC,42.945,0,1,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2014,37,0,0,0,37,-24.24717318,-20.07049746,NC,43.442,0,1,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2015,37,3,4,0.223143551,37,-13.42099928,-18.06638342,NC,44.172,0,1,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Carolina,2016,37,0,5,1.791759469,37,-17.82244344,-15.94464471,NC,44.511,0,1,33,0.180000007,0,269.83,67.24,10.51,583.48,7.9
North Dakota,2005,38,0,6.25,1.981001469,38,NA,-26.69734356,ND,41.272,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2006,38,NA,NA,NA,38,-13.87447294,-28.03609656,ND,42.762,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2007,38,0,6,1.945910149,38,-56.72621164,-26.62941011,ND,44.385,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2008,38,NA,NA,NA,38,-18.70024654,-25.06005421,ND,48.379,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2009,38,6.5,10,0.382992252,38,-10.6925544,-21.47780868,ND,48.858,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2010,38,NA,NA,NA,38,-28.49320631,-23.80794394,ND,52.185,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2011,38,6.333333334,6.333333333,-1.36E-10,38,-42.8365174,-36.69330984,ND,57.066,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2012,38,NA,NA,NA,38,-32.83710882,-43.61357811,ND,68.105,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2013,38,5.333333333,0,-1.84582669,38,-56.63693123,-40.84485442,ND,67.651,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2014,38,NA,NA,NA,38,-28.04503119,-40.23946753,ND,70.986,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2015,38,6.666666667,13,0.602175402,38,-37.65776248,-42.21550553,ND,67.632,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
North Dakota,2016,38,NA,NA,NA,38,-51.01929412,-46.74126312,ND,64.136,0,1,34,0.048999999,0,26.19,37.35,72.18,198.43,3.8
Ohio,2005,39,0,0,0,39,-15.69251877,-15.32228782,OH,44.684,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2006,39,4,0,-1.609437912,39,-12.92720113,-10.52988186,OH,44.532,0,0,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2007,39,0,3,1.386294361,39,-1.710548502,-8.144390604,OH,44.399,0,0,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2008,39,0,1.571428571,0.944461609,39,-8.162920771,-7.805089527,OH,43.548,0,0,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2009,39,0,4.357142857,1.678430784,39,-9.659433793,-10.54003893,OH,41.593,0,0,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2010,39,0,1.333333333,0.84729786,39,-17.32287014,-12.81648989,OH,42.667,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2011,39,0,0,0,39,-9.052192348,-13.0113236,OH,44.192,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2012,39,2.333333333,0,-1.203972804,39,-15.01069446,-14.67446673,OH,44.896,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2013,39,0,0,0,39,-16.19461621,-16.37273952,OH,45.254,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2014,39,0,2.333333333,1.203972804,39,-23.59443662,-17.49160992,OH,46.662,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2015,39,0,0,0,39,-11.93864724,-18.66289822,OH,47.146,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Ohio,2016,39,0,0,0,39,-21.77945781,-19.55215356,OH,47.633,0,1,35,0.379999995,1,32.75,38.45,7.27,97.16,4.3
Oklahoma,2005,40,0,1,0.693147181,40,-50.00814651,-40.23997648,OK,37.662,0,0,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2006,40,0,0,0,40,-18.04724318,-30.76856443,OK,39.391,0,0,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2007,40,26.66666667,3,-1.933933958,40,-14.24794884,-26.43319519,OK,39.716,0,0,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2008,40,0,1.714285714,0.99852883,40,-39.16915748,-26.91327322,OK,40.048,0,0,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2009,40,7.75,6.5,-0.15415068,40,-27.33382238,-34.62599677,OK,38.64,0,0,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2010,40,16.66666667,6,-0.925769476,40,-41.19490202,-35.94189835,OK,38.303,0,1,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2011,40,8.999999999,0,-2.302585093,40,-29.96778998,-33.37154804,OK,39.961,0,1,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2012,40,3.333333333,5.333333334,0.379489622,40,-35.34968428,-30.7315855,OK,41.861,0,1,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2013,40,2,5,0.693147181,40,-20.35266053,-29.03246165,OK,43.288,0,1,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2014,40,4.666666666,6.999999999,0.344840486,40,-36.86388261,-28.63172241,OK,45.414,0,1,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2015,40,2.333333333,4,0.405465108,40,-23.72694768,-29.96801805,OK,46.447,0,1,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oklahoma,2016,40,0,2.5,1.252762968,40,-34.93812819,-32.87594807,OK,44.356,0,1,36,0.180999994,1,104.34,56.65,14.04,265.03,6
Oregon,2005,,0,0,0,41,11.38291517,8.825270784,OR,42.558,0,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2006,,NA,NA,NA,41,-0.687093881,-5.50636844,OR,45.752,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2007,,13,9.333333334,-0.303682414,41,-34.66257217,-13.564493,OR,46.504,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2008,,NA,NA,NA,41,-11.73053974,-16.34201394,OR,48.508,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2009,,2.25,7.25,0.931558204,41,-5.114761332,-10.73742668,OR,47.53,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2010,,NA,NA,NA,41,-8.810370892,-7.088097455,OR,49.601,0,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2011,,13.66666667,4.333333333,-1.011600912,41,-10.9566491,-6.539793975,OR,51.266,0,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2012,,3,1,-0.693147181,41,-1.387553252,-3.001283724,OR,49.395,0,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2013,,4.333333333,22.66666667,1.490091155,41,0.156893291,-6.363897389,OR,48.094,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2014,,0,1.333333333,0.84729786,41,-8.38952521,-7.843616438,OR,48.466,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2015,,2,11.33333333,1.413693335,41,-25.52521831,-8.096965846,OR,50.058,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Oregon,2016,,0,7,2.079441542,41,2.406629367,-7.284904083,OR,51.066,1,0,37,0.172000006,0,109.75,29.7,5.74,187.64,9.9
Pennsylvania,2005,,0,0,0,42,-16.233208,-16.68856143,PA,45.035,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2006,,2.666666667,0,-1.299282984,42,-15.20122316,-13.02677745,PA,45.021,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2007,,0,9,2.302585093,42,-9.169237537,-10.96381097,PA,46.33,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2008,,2.714285714,6.428571429,0.693147181,42,-6.308678605,-10.27591831,PA,46.862,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2009,,0,10.5,2.442347035,42,-14.64725624,-11.42213722,PA,45.312,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2010,,0,12.66666667,2.614959778,42,-12.73741892,-13.3873498,PA,46.387,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2011,,3,2,-0.287682072,42,-14.34182877,-12.90330893,PA,46.872,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2012,,7.333333333,14,0.587786665,42,-10.39964253,-13.27430499,PA,47.54,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2013,,1.666666667,16.33333333,1.871802177,42,-14.96406168,-14.5674225,PA,48.278,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2014,,2.666666667,5,0.492476485,42,-19.0743658,-14.58933185,PA,49.214,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2015,,0,1,0.693147181,42,-11.84098841,-14.00394143,PA,50.357,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2016,,3,6,0.559615788,42,-12.58326853,-12.56491433,PA,50.665,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Rhode Island,2005,,0,0,0,44,NA,-32.18933714,RI,47.176,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2006,,3,0,-1.386294361,44,-13.21610773,-11.54774662,RI,48.259,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2007,,2,4,0.510825624,44,3.294306446,2.310880602,RI,47.137,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2008,,0,7,2.079441542,44,14.7648282,9.954006624,RI,45.746,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2009,,0,22.25,3.146305132,44,14.75735145,11.72465059,RI,45.28,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2010,,6.666666666,10,0.361013346,44,0.163176692,8.816913894,RI,46.332,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2011,,0,7,2.079441542,44,10.46350105,4.156842483,RI,46.01,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2012,,0,5,1.791759469,44,3.82796771,2.523233868,RI,46.188,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2013,,0,14,2.708050201,44,-3.834024932,5.383845708,RI,46.356,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2014,,0,3.333333333,1.466337069,44,16.19351502,9.344592254,RI,46.723,1,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2015,,0,4,1.609437912,44,18.09761778,13.21767913,RI,47.541,1,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2016,,0,0,0,44,13.41711418,17.04794918,RI,47.739,1,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
South Carolina,2005,,0,0,0,45,-27.76926808,-25.17990221,SC,37.397,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2006,,3.333333333,0,-1.466337069,45,-20.78053609,-25.15505121,SC,37.326,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2007,,4,4.333333333,0.064538521,45,-24.24382171,-25.32794892,SC,37.724,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2008,,40.14285714,6.142857142,-1.750937475,45,-28.56735363,-25.72295621,SC,36.834,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2009,,1.5,0,-0.916290732,45,-27.16719097,-26.51466944,SC,34.955,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2010,,10.66666667,3.666666667,-0.916290732,45,-24.50011499,-25.74656202,SC,35.126,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2011,,27.33333334,1,-2.650891787,45,-23.19405234,-25.46074455,SC,35.609,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2012,,4.666666667,5,0.057158414,45,-31.45538706,-26.7515688,SC,35.346,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
